eval_id,record_id,split,is_member,is_canary,loss_base
mia_REC-002180,REC-002180,non_member,0,0,3.170433521270752
mia_REC-002181,REC-002181,member,1,0,3.1178572177886963
mia_REC-002182,REC-002182,member,1,0,3.0786595344543457
mia_REC-002183,REC-002183,member,1,0,3.1018822193145752
mia_REC-002184,REC-002184,non_member,0,0,3.1242704391479492
mia_REC-002185,REC-002185,member,1,0,3.094106912612915
mia_REC-002186,REC-002186,non_member,0,0,3.1035385131835938
mia_REC-002187,REC-002187,non_member,0,0,3.0888514518737793
mia_REC-002188,REC-002188,non_member,0,0,3.1055343151092529
mia_REC-002189,REC-002189,member,1,0,3.0888106822967529
mia_REC-002190,REC-002190,member,1,0,3.0603492259979248
mia_REC-002191,REC-002191,member,1,0,3.0658450126647949
mia_REC-002192,REC-002192,member,1,0,3.0759479999542236
mia_REC-002193,REC-002193,member,1,0,3.0399186611175537
mia_REC-002194,REC-002194,member,1,0,3.0962977409362793
mia_REC-002195,REC-002195,non_member,0,0,3.0915749073028564
mia_REC-002196,REC-002196,member,1,0,3.1430485248565674
mia_REC-002197,REC-002197,non_member,0,0,3.0978105068206787
mia_REC-002198,REC-002198,member,1,0,3.1559805870056152
mia_REC-002199,REC-002199,member,1,0,3.1141319274902344
mia_REC-002200,REC-002200,member,1,0,3.1703753471374512
mia_REC-002201,REC-002201,member,1,0,3.1142165660858154
mia_REC-002202,REC-002202,member,1,0,3.1223242282867432
mia_REC-002203,REC-002203,member,1,0,3.0849823951721191
mia_REC-002204,REC-002204,member,1,0,3.1021053791046143
mia_REC-002205,REC-002205,member,1,0,3.0885438919067383
mia_REC-002206,REC-002206,member,1,0,3.1118259429931641
mia_REC-002207,REC-002207,member,1,0,3.1009633541107178
mia_REC-002208,REC-002208,member,1,0,3.0755417346954346
mia_REC-002209,REC-002209,member,1,0,3.063772439956665
mia_REC-002210,REC-002210,non_member,0,0,3.0969090461730957
mia_REC-002211,REC-002211,member,1,0,3.0863885879516602
mia_REC-002212,REC-002212,member,1,0,3.090578556060791
mia_REC-002213,REC-002213,member,1,0,3.1043391227722168
mia_REC-002214,REC-002214,member,1,0,3.0978856086730957
mia_REC-002215,REC-002215,member,1,0,3.0816118717193604
mia_REC-002216,REC-002216,member,1,0,3.07857346534729
mia_REC-002217,REC-002217,member,1,0,3.122215747833252
mia_REC-002218,REC-002218,member,1,0,3.1145706176757812
mia_REC-002219,REC-002219,member,1,0,3.0906357765197754
mia_REC-002220,REC-002220,member,1,0,3.0700867176055908
mia_REC-002221,REC-002221,member,1,0,3.0944719314575195
mia_REC-002222,REC-002222,non_member,0,0,3.0562331676483154
mia_REC-002223,REC-002223,non_member,0,0,3.0784971714019775
mia_REC-002224,REC-002224,non_member,0,0,3.1400792598724365
mia_REC-002225,REC-002225,member,1,0,3.1004788875579834
mia_REC-002226,REC-002226,member,1,0,3.0657243728637695
mia_REC-002227,REC-002227,member,1,0,3.0744099617004395
mia_REC-002228,REC-002228,member,1,0,3.1521024703979492
mia_REC-002229,REC-002229,member,1,0,3.1138184070587158
mia_REC-002230,REC-002230,member,1,0,3.1193902492523193
mia_REC-002231,REC-002231,member,1,0,3.1002907752990723
mia_REC-002232,REC-002232,non_member,0,0,3.1107220649719238
mia_REC-002233,REC-002233,member,1,0,3.0758039951324463
mia_REC-002234,REC-002234,member,1,0,3.1059823036193848
mia_REC-002235,REC-002235,member,1,0,3.0919628143310547
mia_REC-002236,REC-002236,non_member,0,0,3.0659444332122803
mia_REC-002237,REC-002237,member,1,0,3.0929734706878662
mia_REC-002238,REC-002238,member,1,0,3.1434257030487061
mia_REC-002239,REC-002239,non_member,0,0,3.1036877632141113
mia_REC-002240,REC-002240,member,1,0,3.0913820266723633
mia_REC-002241,REC-002241,member,1,0,3.0556185245513916
mia_REC-002242,REC-002242,member,1,0,3.0738949775695801
mia_REC-002243,REC-002243,member,1,0,3.1381006240844727
mia_REC-002244,REC-002244,non_member,0,0,3.1278500556945801
mia_REC-002245,REC-002245,member,1,0,3.0643389225006104
mia_REC-002246,REC-002246,member,1,0,3.0965533256530762
mia_REC-002247,REC-002247,member,1,0,3.0597908496856689
mia_REC-002248,REC-002248,member,1,0,3.1341073513031006
mia_REC-002249,REC-002249,member,1,0,3.1112136840820312
mia_REC-002250,REC-002250,member,1,0,3.1207919120788574
mia_REC-002251,REC-002251,member,1,0,3.1155753135681152
mia_REC-002252,REC-002252,non_member,0,0,3.0790908336639404
mia_REC-002253,REC-002253,member,1,0,3.0635721683502197
mia_REC-002254,REC-002254,member,1,0,3.1026351451873779
mia_REC-002255,REC-002255,member,1,0,3.0989911556243896
mia_REC-002256,REC-002256,member,1,0,3.0995733737945557
mia_REC-002257,REC-002257,non_member,0,0,3.0901763439178467
mia_REC-002258,REC-002258,member,1,0,3.1013743877410889
mia_REC-002259,REC-002259,non_member,0,0,3.1163346767425537
mia_REC-002260,REC-002260,member,1,0,3.0692055225372314
mia_REC-002261,REC-002261,member,1,0,3.1322205066680908
mia_REC-002262,REC-002262,member,1,0,3.1290619373321533
mia_REC-002263,REC-002263,member,1,0,3.1207215785980225
mia_REC-002264,REC-002264,member,1,0,3.0990030765533447
mia_REC-002265,REC-002265,member,1,0,3.0998749732971191
mia_REC-002266,REC-002266,member,1,0,3.0935268402099609
mia_REC-002267,REC-002267,member,1,1,3.0625870227813721
mia_REC-002268,REC-002268,member,1,0,3.0969662666320801
mia_REC-002269,REC-002269,non_member,0,0,3.0966835021972656
mia_REC-002270,REC-002270,member,1,0,3.0985524654388428
mia_REC-002271,REC-002271,member,1,0,3.0787036418914795
mia_REC-002272,REC-002272,member,1,0,3.0955014228820801
mia_REC-002273,REC-002273,non_member,0,0,3.135113000869751
mia_REC-002274,REC-002274,member,1,0,3.0703353881835938
mia_REC-002275,REC-002275,member,1,0,3.1199104785919189
mia_REC-002276,REC-002276,member,1,0,3.1007575988769531
mia_REC-002277,REC-002277,non_member,0,0,3.0564181804656982
mia_REC-002278,REC-002278,member,1,0,3.1117961406707764
mia_REC-002279,REC-002279,member,1,0,3.1059553623199463
mia_REC-002280,REC-002280,member,1,0,3.141521692276001
mia_REC-002281,REC-002281,member,1,0,3.0929954051971436
mia_REC-002282,REC-002282,member,1,0,3.1125164031982422
mia_REC-002283,REC-002283,member,1,0,3.0837655067443848
mia_REC-002284,REC-002284,member,1,0,3.1096162796020508
mia_REC-002285,REC-002285,member,1,0,3.103935718536377
mia_REC-002286,REC-002286,non_member,0,0,3.1143312454223633
mia_REC-002287,REC-002287,member,1,0,3.082758903503418
mia_REC-002288,REC-002288,member,1,0,3.0947084426879883
mia_REC-002289,REC-002289,member,1,0,3.0996668338775635
mia_REC-002290,REC-002290,member,1,0,3.0971603393554688
mia_REC-002291,REC-002291,non_member,0,0,3.0996825695037842
mia_REC-002292,REC-002292,member,1,0,3.0955297946929932
mia_REC-002293,REC-002293,non_member,0,0,3.0821444988250732
mia_REC-002294,REC-002294,member,1,0,3.1085107326507568
mia_REC-002295,REC-002295,member,1,0,3.1022112369537354
mia_REC-002296,REC-002296,non_member,0,0,3.0947508811950684
mia_REC-002297,REC-002297,member,1,0,3.0988669395446777
mia_REC-002298,REC-002298,member,1,0,3.1053597927093506
mia_REC-002299,REC-002299,non_member,0,0,3.1055145263671875
mia_REC-002300,REC-002300,member,1,0,3.1113708019256592
mia_REC-002301,REC-002301,member,1,0,3.0758676528930664
mia_REC-002302,REC-002302,member,1,0,3.0964541435241699
mia_REC-002303,REC-002303,member,1,0,3.081956148147583
mia_REC-002304,REC-002304,member,1,0,3.0917718410491943
mia_REC-002305,REC-002305,member,1,0,3.0792288780212402
mia_REC-002306,REC-002306,member,1,0,3.1056618690490723
mia_REC-002307,REC-002307,member,1,0,3.1284174919128418
mia_REC-002308,REC-002308,member,1,0,3.1073932647705078
mia_REC-002309,REC-002309,non_member,0,0,3.0878398418426514
mia_REC-002310,REC-002310,member,1,0,3.1089191436767578
mia_REC-002311,REC-002311,member,1,0,3.1039385795593262
mia_REC-002312,REC-002312,member,1,0,3.1067216396331787
mia_REC-002313,REC-002313,member,1,0,3.0584967136383057
mia_REC-002314,REC-002314,member,1,0,3.0689296722412109
mia_REC-002315,REC-002315,member,1,0,3.0882008075714111
mia_REC-002316,REC-002316,member,1,0,3.1091043949127197
mia_REC-002317,REC-002317,member,1,0,3.0886759757995605
mia_REC-002318,REC-002318,member,1,0,3.0826284885406494
mia_REC-002319,REC-002319,member,1,0,3.1302249431610107
mia_REC-002320,REC-002320,member,1,0,3.0376412868499756
mia_REC-002321,REC-002321,member,1,0,3.0970492362976074
mia_REC-002322,REC-002322,member,1,0,3.074493408203125
mia_REC-002323,REC-002323,member,1,0,3.0782346725463867
mia_REC-002324,REC-002324,member,1,0,3.105750560760498
mia_REC-002325,REC-002325,non_member,0,0,3.1162624359130859
mia_REC-002326,REC-002326,member,1,0,3.1117832660675049
mia_REC-002327,REC-002327,member,1,0,3.0950314998626709
mia_REC-002328,REC-002328,member,1,0,3.0881259441375732
mia_REC-002329,REC-002329,member,1,0,3.0871889591217041
mia_REC-002330,REC-002330,member,1,0,3.1203877925872803
mia_REC-002331,REC-002331,member,1,0,3.1098170280456543
mia_REC-002332,REC-002332,member,1,0,3.0495185852050781
mia_REC-002333,REC-002333,member,1,0,3.1037540435791016
mia_REC-002334,REC-002334,member,1,0,3.1622233390808105
mia_REC-002335,REC-002335,member,1,0,3.0743160247802734
mia_REC-002336,REC-002336,member,1,0,3.1105973720550537
mia_REC-002337,REC-002337,non_member,0,0,3.1073379516601562
mia_REC-002338,REC-002338,member,1,1,3.0775196552276611
mia_REC-002339,REC-002339,member,1,0,3.0535287857055664
mia_REC-002340,REC-002340,member,1,0,3.078831672668457
mia_REC-002341,REC-002341,member,1,0,3.1047327518463135
mia_REC-002342,REC-002342,member,1,0,3.1049952507019043
mia_REC-002343,REC-002343,member,1,0,3.0880029201507568
mia_REC-002344,REC-002344,non_member,0,0,3.0997848510742188
mia_REC-002345,REC-002345,member,1,0,3.0827653408050537
mia_REC-002346,REC-002346,member,1,0,3.0580542087554932
mia_REC-002347,REC-002347,member,1,0,3.0714497566223145
mia_REC-002348,REC-002348,non_member,0,0,3.0757169723510742
mia_REC-002349,REC-002349,member,1,0,3.0681583881378174
mia_REC-002350,REC-002350,non_member,0,0,3.0997583866119385
mia_REC-002351,REC-002351,non_member,0,0,3.0735814571380615
mia_REC-002352,REC-002352,member,1,0,3.0718662738800049
mia_REC-002353,REC-002353,member,1,0,3.1130111217498779
mia_REC-002354,REC-002354,member,1,0,3.0550568103790283
mia_REC-002355,REC-002355,member,1,0,3.1081984043121338
mia_REC-002356,REC-002356,member,1,0,3.0566964149475098
mia_REC-002357,REC-002357,non_member,0,0,3.0804800987243652
mia_REC-002358,REC-002358,member,1,0,3.0884191989898682
mia_REC-002359,REC-002359,member,1,0,3.0569548606872559
mia_REC-002360,REC-002360,member,1,0,3.081761360168457
mia_REC-002361,REC-002361,member,1,0,3.106651782989502
mia_REC-002362,REC-002362,member,1,0,3.0630395412445068
mia_REC-002363,REC-002363,member,1,0,3.0822253227233887
mia_REC-002364,REC-002364,member,1,0,3.0837161540985107
mia_REC-002365,REC-002365,member,1,0,3.0621552467346191
mia_REC-002366,REC-002366,member,1,0,3.0965752601623535
mia_REC-002367,REC-002367,non_member,0,0,3.0896127223968506
mia_REC-002368,REC-002368,member,1,0,3.0952873229980469
mia_REC-002369,REC-002369,member,1,0,3.0425455570220947
mia_REC-002370,REC-002370,member,1,0,3.0882892608642578
mia_REC-002371,REC-002371,member,1,0,3.0433652400970459
mia_REC-002372,REC-002372,member,1,0,3.0379290580749512
mia_REC-002373,REC-002373,member,1,0,3.1074042320251465
mia_REC-002374,REC-002374,non_member,0,0,3.0945827960968018
mia_REC-002375,REC-002375,non_member,0,0,3.0962364673614502
mia_REC-002376,REC-002376,member,1,0,3.0844366550445557
mia_REC-002377,REC-002377,member,1,0,3.1015288829803467
mia_REC-002378,REC-002378,member,1,0,3.0699760913848877
mia_REC-002379,REC-002379,non_member,0,0,3.1003398895263672
mia_REC-002380,REC-002380,non_member,0,0,3.0868995189666748
mia_REC-002381,REC-002381,member,1,1,3.0583679676055908
mia_REC-002382,REC-002382,member,1,0,3.0851778984069824
mia_REC-002383,REC-002383,member,1,0,3.126570463180542
mia_REC-002384,REC-002384,member,1,0,3.1383559703826904
mia_REC-002385,REC-002385,member,1,0,3.0360074043273926
mia_REC-002386,REC-002386,member,1,0,3.0803720951080322
mia_REC-002387,REC-002387,member,1,0,3.093902587890625
mia_REC-002388,REC-002388,member,1,0,3.0942585468292236
mia_REC-002389,REC-002389,member,1,0,3.0982804298400879
mia_REC-002390,REC-002390,member,1,0,3.0941653251647949
mia_REC-002391,REC-002391,member,1,0,3.0828397274017334
mia_REC-002392,REC-002392,member,1,0,3.0823202133178711
mia_REC-002393,REC-002393,member,1,0,3.0876376628875732
mia_REC-002394,REC-002394,member,1,0,3.0723841190338135
mia_REC-002395,REC-002395,non_member,0,0,3.1000094413757324
mia_REC-002396,REC-002396,member,1,0,3.0470046997070312
mia_REC-002397,REC-002397,member,1,0,3.1002280712127686
mia_REC-002398,REC-002398,non_member,0,0,3.0612037181854248
mia_REC-002399,REC-002399,non_member,0,0,3.0711898803710938
mia_REC-002400,REC-002400,member,1,0,3.1001038551330566
mia_REC-002401,REC-002401,member,1,0,3.1074259281158447
mia_REC-002402,REC-002402,member,1,0,3.1084756851196289
mia_REC-002403,REC-002403,member,1,0,3.1437826156616211
mia_REC-002404,REC-002404,member,1,0,3.1175975799560547
mia_REC-002405,REC-002405,member,1,0,3.0856285095214844
mia_REC-002406,REC-002406,member,1,0,3.0983817577362061
mia_REC-002407,REC-002407,non_member,0,0,3.1085696220397949
mia_REC-002408,REC-002408,member,1,0,3.1151714324951172
mia_REC-002409,REC-002409,member,1,0,3.117811918258667
mia_REC-002410,REC-002410,non_member,0,0,3.0994937419891357
mia_REC-002411,REC-002411,member,1,0,3.0636024475097656
mia_REC-002412,REC-002412,non_member,0,0,3.0969328880310059
mia_REC-002413,REC-002413,member,1,0,3.1316814422607422
mia_REC-002414,REC-002414,member,1,0,3.1063230037689209
mia_REC-002415,REC-002415,member,1,0,3.0847234725952148
mia_REC-002416,REC-002416,member,1,0,3.0668368339538574
mia_REC-002417,REC-002417,member,1,0,3.0959529876708984
mia_REC-002418,REC-002418,non_member,0,0,3.0741376876831055
mia_REC-002419,REC-002419,member,1,0,3.106029748916626
mia_REC-002420,REC-002420,member,1,0,3.05729079246521
mia_REC-002421,REC-002421,member,1,0,3.0724308490753174
mia_REC-002422,REC-002422,non_member,0,0,3.1150522232055664
mia_REC-002423,REC-002423,member,1,0,3.1125340461730957
mia_REC-002424,REC-002424,member,1,0,3.1007225513458252
mia_REC-002425,REC-002425,member,1,0,3.0779871940612793
mia_REC-002426,REC-002426,non_member,0,0,3.0747511386871338
mia_REC-002427,REC-002427,member,1,0,3.1356949806213379
mia_REC-002428,REC-002428,non_member,0,0,3.0366175174713135
mia_REC-002429,REC-002429,member,1,0,3.1178832054138184
mia_REC-002430,REC-002430,member,1,0,3.1271259784698486
mia_REC-002431,REC-002431,member,1,0,3.0544824600219727
mia_REC-002432,REC-002432,member,1,0,3.0821952819824219
mia_REC-002433,REC-002433,member,1,0,3.0904219150543213
mia_REC-002434,REC-002434,member,1,0,3.0832610130310059
mia_REC-002435,REC-002435,member,1,0,3.1217715740203857
mia_REC-002436,REC-002436,member,1,0,3.0822954177856445
mia_REC-002437,REC-002437,member,1,0,3.0554101467132568
mia_REC-002438,REC-002438,member,1,0,3.1227049827575684
mia_REC-002439,REC-002439,non_member,0,0,3.0970163345336914
mia_REC-002440,REC-002440,member,1,0,3.1047255992889404
mia_REC-002441,REC-002441,member,1,0,3.0741171836853027
mia_REC-002442,REC-002442,member,1,0,3.0992794036865234
mia_REC-002443,REC-002443,member,1,0,3.0813908576965332
mia_REC-002444,REC-002444,member,1,0,3.1225700378417969
mia_REC-002445,REC-002445,member,1,0,3.1228957176208496
mia_REC-002446,REC-002446,member,1,0,3.0970067977905273
mia_REC-002447,REC-002447,member,1,0,3.0928239822387695
mia_REC-002448,REC-002448,member,1,0,3.1205375194549561
mia_REC-002449,REC-002449,member,1,0,3.1075077056884766
mia_REC-002450,REC-002450,member,1,0,3.0870761871337891
mia_REC-002451,REC-002451,member,1,0,3.0787701606750488
mia_REC-002452,REC-002452,member,1,0,3.0898573398590088
mia_REC-002453,REC-002453,non_member,0,0,3.1087462902069092
mia_REC-002454,REC-002454,member,1,0,3.0955398082733154
mia_REC-002455,REC-002455,non_member,0,0,3.1048586368560791
mia_REC-002456,REC-002456,member,1,0,3.10872483253479
mia_REC-002457,REC-002457,non_member,0,0,3.0609622001647949
mia_REC-002458,REC-002458,member,1,0,3.0504617691040039
mia_REC-002459,REC-002459,non_member,0,0,3.0662448406219482
mia_REC-002460,REC-002460,member,1,0,3.0815937519073486
mia_REC-002461,REC-002461,member,1,0,3.0711853504180908
mia_REC-002462,REC-002462,member,1,0,3.0840113162994385
mia_REC-002463,REC-002463,member,1,0,3.0632553100585938
mia_REC-002464,REC-002464,member,1,0,3.073735237121582
mia_REC-002465,REC-002465,member,1,0,3.0702846050262451
mia_REC-002466,REC-002466,member,1,0,3.1141412258148193
mia_REC-002467,REC-002467,member,1,0,3.0758802890777588
mia_REC-002468,REC-002468,member,1,0,3.0751690864562988
mia_REC-002469,REC-002469,non_member,0,0,3.0609564781188965
mia_REC-002470,REC-002470,member,1,0,3.1123683452606201
mia_REC-002471,REC-002471,member,1,0,3.1131539344787598
mia_REC-002472,REC-002472,member,1,0,3.1284399032592773
mia_REC-002473,REC-002473,member,1,0,3.0848476886749268
mia_REC-002474,REC-002474,member,1,0,3.0730600357055664
mia_REC-002475,REC-002475,member,1,0,3.065277099609375
mia_REC-002476,REC-002476,member,1,0,3.0919680595397949
mia_REC-002477,REC-002477,member,1,0,3.1150929927825928
mia_REC-002478,REC-002478,non_member,0,0,3.0915584564208984
mia_REC-002479,REC-002479,member,1,0,3.0563066005706787
mia_REC-002480,REC-002480,member,1,0,3.0932416915893555
mia_REC-002481,REC-002481,member,1,0,3.1174085140228271
mia_REC-002482,REC-002482,member,1,0,3.1198203563690186
mia_REC-002483,REC-002483,member,1,0,3.0837090015411377
mia_REC-002484,REC-002484,member,1,0,3.0884332656860352
mia_REC-002485,REC-002485,member,1,0,3.1173520088195801
mia_REC-002486,REC-002486,member,1,0,3.0690212249755859
mia_REC-002487,REC-002487,non_member,0,0,3.1140537261962891
mia_REC-002488,REC-002488,member,1,0,3.1090221405029297
mia_REC-002489,REC-002489,non_member,0,0,3.0882420539855957
mia_REC-002490,REC-002490,non_member,0,0,3.0743978023529053
mia_REC-002491,REC-002491,non_member,0,0,3.121126651763916
mia_REC-002492,REC-002492,non_member,0,0,3.1479871273040771
mia_REC-002493,REC-002493,member,1,0,3.1444580554962158
mia_REC-002494,REC-002494,member,1,0,3.0823488235473633
mia_REC-002495,REC-002495,non_member,0,0,3.0805349349975586
mia_REC-002496,REC-002496,member,1,0,3.0900788307189941
mia_REC-002497,REC-002497,member,1,0,3.0864269733428955
mia_REC-002498,REC-002498,non_member,0,0,3.1179895401000977
mia_REC-002499,REC-002499,member,1,0,3.1053340435028076
mia_REC-002500,REC-002500,member,1,0,3.0978355407714844
mia_REC-002501,REC-002501,member,1,0,3.10361647605896
mia_REC-002502,REC-002502,member,1,0,3.1087758541107178
mia_REC-002503,REC-002503,non_member,0,0,3.0950164794921875
mia_REC-002504,REC-002504,non_member,0,0,3.1123778820037842
mia_REC-002505,REC-002505,non_member,0,0,3.1184561252593994
mia_REC-002506,REC-002506,member,1,0,3.092458963394165
mia_REC-002507,REC-002507,member,1,0,3.0917956829071045
mia_REC-002508,REC-002508,member,1,0,3.1037418842315674
mia_REC-002509,REC-002509,member,1,0,3.1087605953216553
mia_REC-002510,REC-002510,member,1,0,3.1050794124603271
mia_REC-002511,REC-002511,member,1,0,3.1104764938354492
mia_REC-002512,REC-002512,member,1,0,3.070427417755127
mia_REC-002513,REC-002513,member,1,0,3.1100304126739502
mia_REC-002514,REC-002514,member,1,0,3.0749320983886719
mia_REC-002515,REC-002515,member,1,0,3.1112878322601318
mia_REC-002516,REC-002516,member,1,0,3.1002631187438965
mia_REC-002517,REC-002517,member,1,0,3.059767484664917
mia_REC-002518,REC-002518,member,1,0,3.0929946899414062
mia_REC-002519,REC-002519,member,1,0,3.0862720012664795
mia_REC-002520,REC-002520,non_member,0,0,3.137758731842041
mia_REC-002521,REC-002521,member,1,0,3.1102666854858398
mia_REC-002522,REC-002522,member,1,0,3.1124441623687744
mia_REC-002523,REC-002523,member,1,0,3.071260929107666
mia_REC-002524,REC-002524,member,1,0,3.0732581615447998
mia_REC-002525,REC-002525,member,1,0,3.0943200588226318
mia_REC-002526,REC-002526,member,1,0,3.1435928344726562
mia_REC-002527,REC-002527,member,1,0,3.1083264350891113
mia_REC-002528,REC-002528,member,1,0,3.1066067218780518
mia_REC-002529,REC-002529,member,1,0,3.0849359035491943
mia_REC-002530,REC-002530,member,1,0,3.1157095432281494
mia_REC-002531,REC-002531,member,1,0,3.1284587383270264
mia_REC-002532,REC-002532,member,1,0,3.1200988292694092
mia_REC-002533,REC-002533,non_member,0,0,3.0833570957183838
mia_REC-002534,REC-002534,non_member,0,0,3.1352484226226807
mia_REC-002535,REC-002535,non_member,0,0,3.1545093059539795
mia_REC-002536,REC-002536,non_member,0,0,3.0730798244476318
mia_REC-002537,REC-002537,non_member,0,0,3.0979843139648438
mia_REC-002538,REC-002538,non_member,0,0,3.0840916633605957
mia_REC-002539,REC-002539,member,1,0,3.1602551937103271
mia_REC-002540,REC-002540,member,1,0,3.0858805179595947
mia_REC-002541,REC-002541,member,1,0,3.1154677867889404
mia_REC-002542,REC-002542,member,1,0,3.128288745880127
mia_REC-002543,REC-002543,non_member,0,0,3.0538201332092285
mia_REC-002544,REC-002544,member,1,0,3.043848991394043
mia_REC-002545,REC-002545,non_member,0,0,3.1289589405059814
mia_REC-002546,REC-002546,member,1,0,3.0839262008666992
mia_REC-002547,REC-002547,member,1,0,3.1247236728668213
mia_REC-002548,REC-002548,member,1,0,3.0692441463470459
mia_REC-002549,REC-002549,member,1,0,3.1117041110992432
mia_REC-002550,REC-002550,member,1,0,3.0632214546203613
mia_REC-002551,REC-002551,member,1,0,3.106806755065918
mia_REC-002552,REC-002552,member,1,0,3.1179375648498535
mia_REC-002553,REC-002553,member,1,0,3.0388271808624268
mia_REC-002554,REC-002554,member,1,0,3.0773792266845703
mia_REC-002555,REC-002555,member,1,0,3.1109192371368408
mia_REC-002556,REC-002556,member,1,0,3.0826420783996582
mia_REC-002557,REC-002557,member,1,0,3.1481688022613525
mia_REC-002558,REC-002558,member,1,0,3.1104621887207031
mia_REC-002559,REC-002559,member,1,0,3.049774169921875
mia_REC-002560,REC-002560,member,1,0,3.1159582138061523
mia_REC-002561,REC-002561,member,1,0,3.1094694137573242
mia_REC-002562,REC-002562,member,1,0,3.0880348682403564
mia_REC-002563,REC-002563,member,1,0,3.099412202835083
mia_REC-002564,REC-002564,member,1,0,3.0586321353912354
mia_REC-002565,REC-002565,member,1,0,3.1029319763183594
mia_REC-002566,REC-002566,member,1,0,3.0763869285583496
mia_REC-002567,REC-002567,member,1,0,3.0588233470916748
mia_REC-002568,REC-002568,member,1,0,3.0418224334716797
mia_REC-002569,REC-002569,member,1,0,3.08750319480896
mia_REC-002570,REC-002570,member,1,0,3.1436214447021484
mia_REC-002571,REC-002571,member,1,0,3.0711579322814941
mia_REC-002572,REC-002572,member,1,0,3.0992023944854736
mia_REC-002573,REC-002573,member,1,0,3.0952901840209961
mia_REC-002574,REC-002574,member,1,0,3.0691351890563965
mia_REC-002575,REC-002575,non_member,0,0,3.0738580226898193
mia_REC-002576,REC-002576,member,1,0,3.113229513168335
mia_REC-002577,REC-002577,member,1,0,3.108450174331665
mia_REC-002578,REC-002578,non_member,0,0,3.1243171691894531
mia_REC-002579,REC-002579,member,1,0,3.0662894248962402
mia_REC-002580,REC-002580,member,1,0,3.1163737773895264
mia_REC-002581,REC-002581,member,1,0,3.0904381275177002
mia_REC-002582,REC-002582,member,1,0,3.0947706699371338
mia_REC-002583,REC-002583,member,1,0,3.0699639320373535
mia_REC-002584,REC-002584,member,1,0,3.0897879600524902
mia_REC-002585,REC-002585,member,1,0,3.0927746295928955
mia_REC-002586,REC-002586,member,1,0,3.0413413047790527
mia_REC-002587,REC-002587,member,1,0,3.0863449573516846
mia_REC-002588,REC-002588,member,1,0,3.0964558124542236
mia_REC-002589,REC-002589,non_member,0,0,3.1352803707122803
mia_REC-002590,REC-002590,member,1,0,3.1021623611450195
mia_REC-002591,REC-002591,member,1,0,3.0603303909301758
mia_REC-002592,REC-002592,member,1,0,3.0823588371276855
mia_REC-002593,REC-002593,member,1,0,3.0681719779968262
mia_REC-002594,REC-002594,non_member,0,0,3.0957913398742676
mia_REC-002595,REC-002595,non_member,0,0,3.0923969745635986
mia_REC-002596,REC-002596,member,1,0,3.1074943542480469
mia_REC-002597,REC-002597,member,1,0,3.1218962669372559
mia_REC-002598,REC-002598,member,1,0,3.1174561977386475
mia_REC-002599,REC-002599,member,1,0,3.0674948692321777
mia_REC-002600,REC-002600,member,1,0,3.1067919731140137
mia_REC-002601,REC-002601,member,1,0,3.0828726291656494
mia_REC-002602,REC-002602,member,1,0,3.1263017654418945
mia_REC-002603,REC-002603,member,1,0,3.1055469512939453
mia_REC-002604,REC-002604,member,1,0,3.0972936153411865
mia_REC-002605,REC-002605,member,1,0,3.0599827766418457
mia_REC-002606,REC-002606,member,1,1,3.1065549850463867
mia_REC-002607,REC-002607,member,1,0,3.1090490818023682
mia_REC-002608,REC-002608,member,1,0,3.0881774425506592
mia_REC-002609,REC-002609,non_member,0,0,3.1234638690948486
mia_REC-002610,REC-002610,member,1,0,3.1044325828552246
mia_REC-002611,REC-002611,member,1,0,3.1193974018096924
mia_REC-002612,REC-002612,non_member,0,0,3.1171698570251465
mia_REC-002613,REC-002613,member,1,0,3.0654366016387939
mia_REC-002614,REC-002614,member,1,0,3.0927784442901611
mia_REC-002615,REC-002615,member,1,0,3.1034438610076904
mia_REC-002616,REC-002616,member,1,0,3.1406598091125488
mia_REC-002617,REC-002617,non_member,0,0,3.0994694232940674
mia_REC-002618,REC-002618,member,1,0,3.1029338836669922
mia_REC-002619,REC-002619,member,1,0,3.1226437091827393
mia_REC-002620,REC-002620,member,1,0,3.1056499481201172
mia_REC-002621,REC-002621,member,1,0,3.1156301498413086
mia_REC-002622,REC-002622,member,1,0,3.0830357074737549
mia_REC-002623,REC-002623,member,1,0,3.1014180183410645
mia_REC-002624,REC-002624,member,1,0,3.1094880104064941
mia_REC-002625,REC-002625,member,1,0,3.0512046813964844
mia_REC-002626,REC-002626,member,1,0,3.0784628391265869
mia_REC-002627,REC-002627,member,1,0,3.1287515163421631
mia_REC-002628,REC-002628,member,1,0,3.1536266803741455
mia_REC-002629,REC-002629,member,1,0,3.0963757038116455
mia_REC-002630,REC-002630,member,1,0,3.1221756935119629
mia_REC-002631,REC-002631,member,1,0,3.0875840187072754
mia_REC-002632,REC-002632,non_member,0,0,3.1259920597076416
mia_REC-002633,REC-002633,member,1,0,3.1290988922119141
mia_REC-002634,REC-002634,non_member,0,0,3.0842678546905518
mia_REC-002635,REC-002635,member,1,0,3.0796201229095459
mia_REC-002636,REC-002636,non_member,0,0,3.0776121616363525
mia_REC-002637,REC-002637,member,1,0,3.1202888488769531
mia_REC-002638,REC-002638,member,1,0,3.0812880992889404
mia_REC-002639,REC-002639,member,1,0,3.1102471351623535
mia_REC-002640,REC-002640,member,1,0,3.0937037467956543
